75
50
,,,,,,,,,,,,,,,,,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,80,80,80,80,80,80,80,80,80,80,80,80,611,621,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,611,621,80,80,80,80,80,80,80,80,80,751,661,671,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,661,671,80,80,80,80,80,80,80,80,80,80,80,221,781,781,781,781,781,781,781,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,80,80,80,80,80,80,761,80,80,80,80,80,80,80,211,211,781,320,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,80,80,80,560,80,211,211,80,80,80,80,80,80,80,211,211,781,320,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,80,80,80,80,80,211,211,80,80,80,80,80,80,80,80,80,781,201,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,80,80,80,80,80,211,211,80,80,80,80,80,80,80,80,80,781,320,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,80,80,80,80,751,211,211,80,80,80,80,80,80,80,80,80,781,320,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,781,400,400,520,80,80,80,80,80,80,80,80,80,80,80,80,80,410,320,320,320,320,781,781,781,781,781,781,781,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,781,781,781,781,781,781,781,781,320,320,430,80,80,80,80,80,80,80,80,80,80,80,80,80,410,320,320,320,320,320,320,320,320,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,781,320,320,320,320,320,320,320,320,320,430,500,80,80,80,201,201,201,201,201,201,80,80,80,781,781,320,320,320,320,320,320,320,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,781,320,320,320,320,320,320,320,320,320,320,400,400,320,320,320,320,320,320,320,320,320,320,320,781,781,320,320,320,320,320,320,320,320,320,320,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,781,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,201,320,320,781,781,320,320,320,320,781,320,320,320,611,621,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,781,781,781,781,781,781,781,781,781,781,320,320,320,201,320,320,320,320,320,320,320,320,320,781,781,781,781,781,781,781,781,781,781,781,781,320,320,320,751,781,320,320,320,661,671,781,781,781,781,781,781,781,,,,,,,,,,,,,,,,,,,,,,,
,781,80,80,80,80,80,201,80,781,781,320,320,320,201,781,781,781,781,781,480,480,480,480,781,,,,,,,,,,781,781,320,320,320,320,781,320,320,320,320,320,781,80,80,80,80,80,781,781,781,781,781,781,781,781,781,781,,,,,,,,,,,,,,
,781,201,201,80,80,80,80,80,781,781,320,320,320,201,781,,,,781,480,480,480,480,781,,,,,,,,,,781,320,320,320,320,320,781,320,320,320,320,320,430,80,80,80,80,80,80,211,211,80,80,80,80,80,80,781,,,,,,,,,,,,,,
,781,80,80,80,80,80,80,80,781,781,320,320,320,320,781,,,,781,480,480,480,480,781,,,,,,,,,,781,320,320,320,320,320,781,320,320,320,320,320,430,80,80,80,80,80,80,211,211,80,80,80,80,80,80,781,,,,,,,,,,,,,,
,781,201,201,80,80,80,80,80,781,781,320,320,320,320,781,,,,781,480,480,480,480,781,,,,,,,,,,781,781,781,781,781,781,781,781,781,781,781,781,781,761,80,80,80,80,80,211,211,80,80,80,80,80,80,781,,,,,,,,,,,,,,
,781,80,80,80,80,80,80,80,781,781,320,320,320,320,781,,,,781,480,480,480,480,781,,,,,,,781,781,781,,,,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,211,211,80,80,80,80,80,80,781,,,,,,,,,,,,,,
,781,201,201,80,80,80,80,80,781,781,320,320,320,320,781,,,,781,480,480,480,480,781,,,,,,781,781,201,781,,,,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,781,,,,,,,,,,,,,,
,781,80,80,80,80,80,80,80,781,781,320,320,320,320,781,,,,781,480,480,480,480,781,781,781,781,781,781,781,80,80,781,781,781,781,781,80,80,80,201,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,781,,,,,,,,,,,,,,
,781,781,80,80,781,80,80,781,781,781,80,80,80,80,781,781,781,781,781,420,420,420,420,611,621,80,80,80,80,80,80,80,80,80,80,781,781,781,781,781,781,781,781,80,80,80,781,781,781,781,781,80,80,80,80,80,80,80,80,80,781,781,781,781,781,781,781,781,781,781,781,781,781,,
,781,320,320,320,320,320,320,320,320,781,80,80,80,410,320,320,320,320,781,80,80,80,80,661,671,80,80,80,80,80,80,80,80,80,80,781,80,80,80,80,751,751,80,80,80,80,80,80,80,80,781,80,80,80,80,80,80,80,80,80,80,211,211,211,211,211,80,80,80,80,80,80,781,,
,781,320,320,320,320,320,320,320,320,430,80,80,80,410,320,320,320,320,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,751,751,80,80,80,80,80,80,80,80,781,80,80,80,80,80,80,80,80,80,80,211,211,211,211,211,80,80,80,80,80,80,781,,
,781,320,320,320,320,320,320,320,320,430,80,80,80,80,781,781,320,320,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,751,751,80,80,80,611,621,80,80,80,80,80,80,80,80,80,80,80,80,80,80,211,211,211,211,211,80,80,80,80,80,80,781,,
,781,320,320,320,320,320,320,320,320,430,80,80,80,80,781,781,320,320,320,430,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,781,611,621,80,80,751,751,80,80,80,661,671,80,80,80,80,80,80,80,80,80,80,80,80,80,80,211,211,211,211,211,80,80,80,80,80,80,781,,
,781,320,320,320,320,320,320,320,320,430,80,80,80,80,781,781,320,320,320,430,80,80,80,80,80,80,80,211,211,211,211,201,201,80,80,781,661,671,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,781,,
,781,320,320,320,320,320,320,320,320,430,80,80,80,80,781,781,781,781,781,80,201,80,80,80,80,80,80,211,211,211,211,751,80,80,80,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,781,,
,781,320,320,320,320,320,320,320,320,781,80,80,80,80,781,,,,781,781,781,781,781,781,781,781,781,781,781,781,781,781,320,781,781,781,781,781,781,80,80,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,80,80,80,80,80,80,80,80,80,80,80,80,80,781,,
,781,320,320,320,320,320,320,320,320,781,201,80,80,80,781,,,,781,440,450,440,450,221,221,440,450,440,450,440,450,320,320,781,,781,80,80,80,80,80,221,781,,,,,,,,,,,,,,,,781,80,80,80,80,80,80,80,80,80,80,80,80,80,781,,
,781,781,320,320,320,320,320,320,320,781,80,80,80,80,781,,,,781,450,440,450,440,450,440,450,440,450,440,450,440,781,781,781,,781,80,80,80,80,80,221,781,,,,,,,,,,,,,,,,781,231,80,80,80,80,80,80,80,80,80,80,80,80,781,,
,,781,781,320,320,320,320,320,320,781,80,80,80,80,781,,,,781,440,221,440,450,440,450,440,450,440,450,440,450,781,,,,781,231,80,80,80,80,80,781,,,,,,,,,,,,,,,,781,221,80,80,80,80,80,80,751,751,751,751,80,80,781,,
,,,781,781,781,781,781,781,781,781,781,80,80,80,781,781,,781,781,781,781,781,320,320,781,781,781,781,781,420,781,781,781,781,,781,781,781,80,80,80,781,781,781,,,,,,,,,,,,,,,781,80,80,80,80,80,80,80,751,751,751,751,80,80,781,,
,,,,,,,,,,781,80,80,80,80,80,781,,781,611,621,201,320,320,320,320,320,320,781,80,80,80,80,80,781,,,781,80,80,80,80,80,160,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,80,80,80,80,781,781,781,781,781,781,781,781,781,781,,
,,,,,,,,,,781,80,80,80,80,80,781,,781,661,671,320,320,320,320,320,320,320,430,80,80,80,80,761,781,,,781,80,80,80,80,80,80,781,80,80,80,80,80,80,611,621,611,621,80,80,80,80,80,80,80,611,621,781,,,,,,,,,,,
,,,,,,,,,,781,80,80,80,80,80,781,,781,201,320,320,320,320,320,320,320,320,430,80,80,80,751,751,781,,,781,80,80,80,80,80,80,80,80,80,80,80,80,80,661,671,661,671,80,80,80,80,80,80,80,661,671,781,,,,,,,,,,,
,,,,,,,,,,781,80,80,80,80,80,781,781,781,320,320,320,320,320,320,320,320,320,781,80,80,80,751,751,781,,,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,611,621,781,,,,,,,,,,,
,,,,,,,,,,781,80,80,80,80,80,80,80,410,320,320,320,320,320,320,320,320,320,781,80,80,80,80,80,781,,,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,661,671,781,,,,,,,,,,,
,,,,,,,,,,781,80,80,80,80,80,80,80,410,320,320,320,320,320,320,320,320,320,781,80,80,80,80,80,781,781,781,781,80,80,80,80,80,80,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,611,621,781,,,,,,,,,,,
,,,,,,,,,,781,80,80,80,80,80,781,781,781,320,80,611,621,80,80,80,80,80,781,781,80,80,80,80,80,80,80,80,80,80,80,781,781,781,781,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,661,671,781,,,,,,,,,,,
,,,,,,,,,,781,781,781,781,781,781,781,,781,320,80,661,671,80,80,80,611,621,781,781,80,80,80,80,80,80,80,80,80,80,80,781,,,781,80,80,201,201,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,781,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,781,320,80,80,80,80,80,80,661,671,781,781,80,80,80,80,80,80,80,80,80,80,80,781,,,781,80,80,201,201,80,80,80,80,80,80,80,201,80,80,80,80,80,80,80,781,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,781,211,80,80,80,570,80,80,80,80,781,781,80,80,80,80,80,80,201,201,80,80,80,781,,,781,80,80,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,781,211,80,80,80,80,80,201,80,80,781,781,781,781,781,781,80,80,781,781,80,80,781,781,,,781,781,781,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,781,320,80,80,201,80,80,80,80,80,781,,,781,80,80,80,80,80,80,80,80,80,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,781,781,781,781,781,781,781,781,781,781,781,,,781,80,80,80,80,80,80,80,80,80,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,80,80,80,80,611,621,80,80,80,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,80,80,80,80,661,671,80,80,80,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781,781,781,781,781,781,781,781,781,781,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
